what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1392212477280
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1392212477863
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1392212477872
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1392212479631
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1392212479667
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212480982
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212490463
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1392212503555
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1392212503771
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212507919
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212607302
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212608122
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212624231
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212661301
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212671387
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212686729
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212773048
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212785179
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212806353
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392212806833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392213021234
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1392213021242
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1392213021848
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392213080355
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392213444297
