what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866980269
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1392866985085
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1392866986218
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1392867050153
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1392867051455
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1392867101642
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1392867104848
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1392867106600
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867108332
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867109341
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.print",1392867109366
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1392867110382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867120281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867130508
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867140058
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867161070
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1392867173809
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1392867183023
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1392867189503
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1392867191519
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1392867192450
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1392867193197
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1392867194708
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867204297
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392867214470
