what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1392013293526
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1392013293526
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1392013293527
started,bundle,net.sourceforge.eclipsesdcc,1.0.0,"net.sourceforge.eclipsesdcc",1392013293563
os,sysinfo,,,"win32",1392013293565
arch,sysinfo,,,"x86",1392013293565
ws,sysinfo,,,"win32",1392013293565
locale,sysinfo,,,"zh_TW",1392013293565
processors,sysinfo,,,"4",1392013293565
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1392013293565
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1392013293565
java.specification.name,sysinfo,,,"Java Platform API Specification",1392013293565
java.specification.vendor,sysinfo,,,"Oracle Corporation",1392013293565
java.specification.version,sysinfo,,,"1.7",1392013293565
java.vendor,sysinfo,,,"Oracle Corporation",1392013293565
java.version,sysinfo,,,"1.7.0_51",1392013293565
java.vm.info,sysinfo,,,"mixed mode, sharing",1392013293565
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1392013293565
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1392013293565
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1392013293565
java.vm.specification.version,sysinfo,,,"1.7",1392013293565
java.vm.vendor,sysinfo,,,"Oracle Corporation",1392013293565
java.vm.version,sysinfo,,,"24.51-b03",1392013293565
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1392013293761
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1392013293763
