what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.4.1.M20090911-1550,"org.eclipse.ui.navigator",1390285097688
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1390285097688
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1390285097688
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1390285097688
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1390285097688
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1390285097688
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1390285097688
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1390285097688
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1390285097698
os,sysinfo,,,"win32",1390285097698
arch,sysinfo,,,"x86",1390285097698
ws,sysinfo,,,"win32",1390285097698
locale,sysinfo,,,"zh_TW",1390285097698
processors,sysinfo,,,"4",1390285097698
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1390285097698
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1390285097698
java.specification.name,sysinfo,,,"Java Platform API Specification",1390285097698
java.specification.vendor,sysinfo,,,"Oracle Corporation",1390285097698
java.specification.version,sysinfo,,,"1.7",1390285097698
java.vendor,sysinfo,,,"Oracle Corporation",1390285097698
java.version,sysinfo,,,"1.7.0_45",1390285097698
java.vm.info,sysinfo,,,"mixed mode, sharing",1390285097698
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1390285097698
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1390285097698
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1390285097698
