what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1392960621767
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1392960621790
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1392960621817
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392961298637
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392961299392
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392961299584
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1392961299870
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1392961299895
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1392961299896
