what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457681536
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457703400
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390457719411
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457719572
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390457733337
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457733512
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390457739502
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457739665
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457756706
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457756748
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457756767
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457758126
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457759532
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457762283
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1390457763551
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457775688
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390457777229
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457780332
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390457780730
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457799788
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457806562
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457807158
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.saveAll",1390457810271
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457811611
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390457814623
