what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866058629
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1392866060122
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866060942
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866064436
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1392866066032
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1392866066182
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866072258
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1392866072287
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866092748
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1392866109311
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866109585
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1392866109617
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866121116
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1392866167727
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866188905
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866192652
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866192707
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866193145
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866193207
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866194793
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1392866196221
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1392866201520
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1392866201551
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1392866220779
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1392866220812
