what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459702042
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459703436
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459713717
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459714881
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459715830
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459725093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459726227
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459727579
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459734563
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459736235
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459737220
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459743512
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459744548
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459745500
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459749777
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459750685
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459751556
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1390459755758
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459756989
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390459758370
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390459760339
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390459765987
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.saveAll",1390459786256
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390459788286
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1390459790524
