what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1390281082967
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1390281082977
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1390281082977
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1390281082977
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1390281082977
os,sysinfo,,,"win32",1390281082977
arch,sysinfo,,,"x86",1390281082977
ws,sysinfo,,,"win32",1390281082977
locale,sysinfo,,,"zh_TW",1390281082977
processors,sysinfo,,,"4",1390281082977
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1390281082977
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1390281082977
java.specification.name,sysinfo,,,"Java Platform API Specification",1390281082977
java.specification.vendor,sysinfo,,,"Oracle Corporation",1390281082977
java.specification.version,sysinfo,,,"1.7",1390281082977
java.vendor,sysinfo,,,"Oracle Corporation",1390281082977
java.version,sysinfo,,,"1.7.0_45",1390281082977
java.vm.info,sysinfo,,,"mixed mode, sharing",1390281082977
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1390281082977
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1390281082977
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1390281082977
java.vm.specification.version,sysinfo,,,"1.7",1390281082977
java.vm.vendor,sysinfo,,,"Oracle Corporation",1390281082977
java.vm.version,sysinfo,,,"24.45-b08",1390281082977
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1390281083117
